id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count
6919,55354,55354,893440,22,786887583,9780786887580,George Carlin,2001,Napalm & Silly Putty,Napalm & Silly Putty,eng,4.12,12798,13437,316
6920,24815,24815,25602,19,751500283,9780751500290,Bill Watterson,1992,The Indispensable Calvin and Hobbes: A Calvin and Hobbes Treasury,The Indispensable Calvin and Hobbes,eng,4.73,14597,16911,325
6921,46349,46349,45472,28,812968379,9780812968380,Firoozeh Dumas,2003,Funny in Farsi: A Memoir of Growing Up Iranian in America,Funny in Farsi: A Memoir of Growing Up Iranian in America,eng,3.76,10008,13656,1957
6922,51370,51370,50134,25,875847471,9780875847470,John P. Kotter,1988,,Leading Change,,4.01,12245,12987,276
6923,213975,213975,2501537,56,749934360,9780749934360,"J.D. Robb, Susan Ericksen",2000,Witness in Death,"Witness in Death (In Death, #10)",eng,4.3,19178,22479,693
6924,60211,60211,762497,44,671540661,9780671540660,Gene Wolfe,1980,The Shadow of the Torturer,The Shadow of the Torturer (The Book of the New Sun #1),eng,3.8,15507,16508,885
6925,13069935,13069935,18236079,13,316194689,9780316194690,A.S. King,2012,Ask the Passengers,Ask the Passengers,en-US,3.88,17896,18978,2325
6926,20499240,20499240,34142449,21,575132507,9780575132500,Ben Aaronovitch,2014,Foxglove Summer,"Foxglove Summer (Peter Grant, #5)",eng,4.18,12167,16816,1513
6927,261689,261689,3234291,64,99465639,9780099465640,Georgette Heyer,1950,The Grand Sophy,The Grand Sophy,eng,4.16,16282,18859,2284
6928,299215,299215,217623,102,226320618,9780226320620,Friedrich A. Hayek,1944,The Road to Serfdom,The Road to Serfdom,en-US,4.18,11306,13889,820
6929,18800655,18800655,24585130,18,,,Marko Kloos,2013,Terms of Enlistment,Terms of Enlistment (Frontlines #1),eng,3.96,12890,15009,983
6930,18076876,18076876,25382416,16,,,Joanna Wylde,2014,Reaper's Legacy,"Reaper's Legacy (Reapers MC, #2)",eng,4.27,28046,29069,2182
6931,41502,41502,1612336,42,385337493,9780385337500,Diana Gabaldon,2007,Lord John and the Brotherhood of the Blade ,"Lord John and the Brotherhood of the Blade  (Lord John Grey, #2)",en-US,3.86,14952,17164,797
6932,12468,12468,838965,33,375700811,9780375700810,Norman Mailer,1979,The Executioner's Song,The Executioner's Song,eng,4.07,13829,15169,970
6933,15755201,15755201,21451913,41,399161481,9780399161480,Robert Crais,2013,Suspect,"Suspect (Scott James & Maggie, #1)",eng,4.14,14501,16993,2222
6934,11359,11359,2174297,50,1400033446,9781400033450,Toni Morrison,1981,Tar Baby,Tar Baby,en-CA,3.91,13951,14602,379
6935,837501,837501,174503,45,140320970,9780140320980,William Pène du Bois,1947,The Twenty-One Balloons,The Twenty-One Balloons,en-US,3.96,17385,18514,1048
6936,13093001,13093001,18154368,25,399157689,9780399157680,John Sandford,2012,Stolen Prey,"Stolen Prey (Lucas Davenport, #22)",eng,4.17,13426,16316,1016
6937,840,840,18518,38,465067107,9780465067110,Donald A. Norman,1988,The Psychology of Everyday Things,The Design of Everyday Things,en-US,4.18,11838,15202,1192
6938,227658,227658,888455,23,439632501,9780439632510,Margaret Peterson Haddix,1995,Running Out of Time,Running Out of Time,eng,3.98,19126,20326,1291
6939,392431,392431,382018,22,7236344,9780007236340,Cathy Glass,2007,Damaged,Damaged: The Heartbreaking True Story of a Forgotten Child,,4.2,11465,12909,811
6940,24937499,24937499,44594236,11,,,Robert Dugoni,2015,,"Her Final Breath (Tracy Crosswhite, #2)",eng,4.27,17504,17819,945
6941,129616,129616,124838,39,671737635,9780671737630,Judith McNaught,1988,Something Wonderful,"Something Wonderful (Sequels, #2)",eng,4.33,20049,20929,753
6942,2003767,2003767,3353247,70,399154914,9780399154910,Nora Roberts,2008,Tribute,Tribute,eng,3.92,18811,20535,1003
6943,46012,16116268,4083740,58,739420232,9780739420230,Debbie Macomber,2001,16 Lighthouse Road,"16 Lighthouse Road (Cedar Cove, #1)",eng,4.08,9938,17930,1100
6944,86172,86172,1997693,54,553381334,9780553381340,Tom Wolfe,1998,A Man in Full,A Man in Full,,3.8,12540,13565,760
6945,42631,42631,209794,20,1578562589,9781578562590,Joanna Weaver,2000,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,Having a Mary Heart in a Martha World: Finding Intimacy With God in the Busyness of Life,en-US,4.16,12501,12838,412
6946,7636774,7636774,13896199,29,61706558,9780061706550,Laura Lippman,2010,I'd Know You Anywhere,I'd Know You Anywhere,en-US,3.47,15337,17587,2055
6947,18166936,18166936,21445699,37,763665665,9780763665660,Leslye Walton,2014,The Strange and Beautiful Sorrows of Ava Lavender,The Strange and Beautiful Sorrows of Ava Lavender,eng,4.12,18562,21560,4798
6948,17349163,17349163,24034602,24,62200461,9780062200460,Joanna Trollope,2013,Sense & Sensibility,"Sense & Sensibility (The Austen Project, #1)",eng,3.55,11346,12379,1028
6949,12171769,12171769,17143199,6,1433672960,9781433672960,Jen Hatmaker,2011,,7: An Experimental Mutiny Against Excess,eng,4.13,13434,14325,1476
6950,7307503,7307503,8758998,28,575095776,9780575095780,Nalini Singh,2011,,"Archangel's Consort (Guild Hunter, #3)",en-US,4.24,24487,29119,1404
6951,264778,264778,1220213,10,380842939,9780380842930,Anna Lee Waldo,1978,Sacajawea,Sacajawea (Lewis & Clark Expedition),eng,4.23,13504,13781,392
6952,1722717,1722717,1813124,37,1599901196,9781599901190,Gemma Malley,2007,The Declaration,"The Declaration (The Declaration, #1)",,3.71,16224,19274,1555
6953,18687079,18687079,26530075,4,1616552956,9781616552950,"Gene Luen Yang, Michael Dante DiMartino, Bryan Konietzko, Gurihiru",2014,"Avatar: The Last Airbender: The Rift, Part 1","Avatar: The Last Airbender (The Rift, #1)",eng,4.33,10560,10673,201
6954,12374,12374,2199385,52,99447126,9780099447120,Richard Ford,1995,Independence Day,Independence Day,eng,3.86,11663,12877,634
6955,2336803,2336803,3055130,29,141654383X,9781416543830,Brad Thor,2008,The Last Patriot,"The Last Patriot (Scot Harvath, #7)",eng,4.16,12264,14106,669
6956,214856,214856,2155900,14,1416928065,9781416928060,Obert Skye,2005,"Leven Thumps and the Gateway to Foo (Leven Thumps, #1)","Leven Thumps and the Gateway to Foo (Leven Thumps, #1)",,3.71,17760,18044,1539
6957,18228202,18228202,25663814,21,1414368186,9781414368180,Francine Rivers,2014,Bridge to Haven,Bridge to Haven,eng,4.07,11325,12877,1037
6958,16071736,20166980,21865739,31,030795871X,9780307958720,J. Courtney Sullivan,2013,The Engagements,The Engagements,eng,3.59,8634,15207,1885
6959,13168,13168,1245146,46,590664875,9780590664880,Beverly Cleary,1970,Runaway Ralph,"Runaway Ralph (Ralph S. Mouse, #2)",,3.95,16845,17858,324
6960,13640229,13640229,19254508,8,,9781301160820,Kristen Ashley,2012,Creed,"Creed (Unfinished Hero, #2)",eng,4.17,26696,28929,1826
6961,2142,2142,54935,29,849945119,9780849945110,Ted Dekker,2002,Blink,Blink,,4.17,12037,14057,747
6962,27213121,27213121,47255119,53,006232022X,9780062320220,Daniel Silva,2016,The Black Widow,"The Black Widow (Gabriel Allon, #16)",eng,4.34,8822,16975,1608
6963,434764,434764,862892,9,1570089264,9781570089270,Stephen E. Robinson,1992,Believing Christ: The Parable of the Bicycle and Other Good News,Believing Christ: The Parable of the Bicycle and Other Good News,eng,4.51,12951,13348,818
6964,10586539,10586539,15493868,31,,,Amanda Hocking,2012,Wake (Watersong #1),Wake (Watersong #1),en-US,3.7,17833,19962,2243
6965,25316313,25316313,41421218,7,,,Loreth Anne White,2015,,A Dark Lure,en-US,4.14,12579,12655,1117
6966,17994,17994,1031975,64,385495323,9780385495320,Simon Singh,1999,"The Code Book. How to Make It, Break It, Hack It, Crack It",The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,eng,4.28,12919,15365,912
6967,67513,67513,65477,29,451460936,9780451460940,Karen Chance,2006,Touch the Dark,"Touch the Dark (Cassandra Palmer, #1)",eng,3.7,26970,28277,1531
6968,11286,11286,909623,38,446359203,9780446359210,Dan Simmons,1989,Carrion Comfort,Carrion Comfort,eng,3.89,13285,14794,768
6969,9858714,9858714,14749921,9,,,Lori Brighton,2010,The Mind Readers,"The Mind Readers (Mind Readers, #1)",eng,3.76,9825,16567,1302
6970,815150,815150,1676569,38,044024417X,9780440244170,Karen Marie Moning,2000,The Highlander's Touch ,"The Highlander's Touch (Highlander, #3)",eng,4.15,22072,25398,1050
6971,13331199,13331199,18538901,12,030759565X,9780307595650,Deb Perelman,2012,,The Smitten Kitchen Cookbook,,4.14,15860,16282,502
6972,353342,353342,1374812,33,786816589,9780786816580,Avi,2002,Crispin: The Cross of Lead,"The Cross of Lead (Crispin, #1)",eng,3.59,18277,19115,1738
6973,76667,76667,1030359,18,345322215,9780345322210,Piers Anthony,1986,Wielding a Red Sword,"Wielding a Red Sword (Incarnations of Immortality, #4)",en-US,3.93,16222,16633,223
6974,18461986,18461986,26116275,29,,,Kylie Scott,2015,Deep,"Deep (Stage Dive, #4)",eng,4.09,25588,28007,2624
6975,79006,79006,2452308,53,312933533,9780312933530,Jeffrey Archer,1993,Honour Among Thieves,Honor Among Thieves,,3.82,12409,13336,276
6976,7657484,7657484,10234999,25,1401224687,9781401224680,"J. Michael Straczynski, Shane Davis, Sandra Hope, Barbara Ciardo, Rob Leigh",2010,"Superman: Earth One, Volume 1","Superman: Earth One, Volume 1",eng,3.9,12982,13693,637
6977,11106458,11106458,16028692,3,1442440430,9781442440430,Cassandra Clare,2011,The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,The Mortal Instruments (The Mortal Instruments #1-4),eng,4.59,13996,14474,376
6978,609035,609035,3016652,239,800786645,9780800786650,"John Foxe, W. Grinton Berry",1563,Foxe's Book of Martyrs,Foxe's Book of Martyrs,en-CA,4.25,12117,13581,254
6979,60223,60223,58587,28,60009241,9780060009240,Rachel Gibson,2003,See Jane Score,"See Jane Score (Chinooks Hockey Team, #2)",eng,4.06,20770,21808,656
6980,17174,17174,2506,17,312421850,9780312421850,Michael Dorris,1987,A Yellow Raft in Blue Water: A Novel,A Yellow Raft in Blue Water,en-US,3.84,14380,14789,869
6981,6294549,6294549,6478937,21,756405718,9780756405720,Seanan McGuire,2009,Rosemary and Rue,"Rosemary and Rue (October Daye, #1)",en-US,3.74,21030,23038,2091
6982,64401,64401,1417626,29,441013465,9780441013460,Robert Lynn Asprin,1978,Another Fine Myth,"Another Fine Myth (Myth Adventures, #1)",en-US,4.03,17018,18048,502
6983,9279734,15732569,14161759,15,,,Elizabeth Reyes,2010,Forever Mine ,"Forever Mine (The Moreno Brothers, #1)",en-GB,3.88,18346,22383,1018
6984,6617185,6617185,6811292,38,1568584253,9781568584260,"Simon Kuper, Stefan Szymanski",2009,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport","Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",en-US,3.91,10577,11824,541
6985,4499214,4499214,4548192,36,340893613,9780340893620,Catherine Fisher,2000,Sapphique,"Sapphique (Incarceron, #2)",eng,3.7,16475,19648,1786
6986,127451,127451,2052615,14,553567152,9780553567150,Lurlene McDaniel,1995,"Don't Die, My Love","Don't Die, My Love",,4.12,14197,14383,574
6987,40482,40482,1238407,65,067155302X,9780671553030,Tess Gerritsen,1996,Harvest ,Harvest,eng,4.09,14274,15904,581
6988,1587362,1587362,1580303,13,764524836,9780764524840,Mark Bittman,2007,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,eng,4.08,12262,12372,366
6989,20801166,20801166,40145315,22,1250061776,9781250061780,Sandy   Hall,2014,A Little Something Different,A Little Something Different,eng,3.65,14206,16719,3118
6990,17349222,17349222,18373204,18,62236679,9780062236680,Ann Patchett,2011,This Is the Story of a Happy Marriage,This is the Story of a Happy Marriage,eng,4.03,13126,15190,2565
6991,7278837,7278837,9914053,6,1615579184,9781615579180,Jeff Kinney,2009,,Diary of a Wimpy Kid: #1-4,en-US,4.45,10752,10973,434
6992,7853137,7853137,10980742,80,307588920,9780307588920,John Verdon,2010,Think of a Number,"Think of a Number (Dave Gurney, #1)",eng,3.83,11877,17642,1837
6993,22151696,22151696,41496977,6,1449461077,9781449461070,Lang Leav,2014,,Lullabies,eng,4.05,14539,14763,1172
6994,114203,114203,1461362,69,515137111,9780515137120,Nora Roberts,2003,Birthright,Birthright,eng,3.99,19024,20503,625
6995,434535,434535,2243662,11,1590382234,9781590382230,James L. Ferrell,2004,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,The Peacegiver: How Christ Offers to Heal Our Hearts and Homes,eng,4.41,12313,12528,2150
6996,64895,64895,62987,43,99268701,9780099268700,Mark Kurlansky,1988,Cod: A Biography of the Fish that Changed the World,Cod: A Biography of the Fish that Changed the World,eng,3.92,13137,14378,1104
6997,8167094,8167094,13013056,38,307265633,9780307265630,Brian Greene,2011,The Hidden Reality: Parallel Universes and the Search for the Deep Laws of the Cosmos,The Hidden Reality: Parallel Universes and the Deep Laws of the Cosmos,eng,4.05,12080,13031,581
6998,38723,17573685,809732,68,393322572,9780393322580,"Betty Friedan, Anna Quindlen",1963,The Feminine Mystique,The Feminine Mystique,eng,3.85,9823,16455,1137
6999,48862,48862,2468586,96,99478471,9780099478480,"Graham Greene, J.M. Coetzee",1938,Brighton Rock,Brighton Rock,eng,3.72,13871,16340,1000
7000,12415695,12415695,15632745,2,,9789953566180,عبدالله المغلوث,2011,كخه يا بابا,كخه يا بابا,ara,3.71,12587,12610,1957
7001,6452760,6452760,6642965,34,670021156,9780670021150,"Greg Mortenson, Khaled Hosseini",2009,"Stones into Schools: Promoting Peace with Books, Not Bombs, in Afghanistan and Pakistan","Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",eng,3.86,13543,14741,1786
7002,3009435,3009435,3039966,67,307264238,9780307264240,Toni Morrison,2008,A Mercy,A Mercy,en-US,3.65,14707,16104,2301
7003,825,825,934262,30,553573861,9780553573860,Neal Stephenson,1988,Zodiac,Zodiac,eng,3.7,13353,14803,569
7004,23675858,23675858,43283626,22,,,A.G. Riddle,2014,Departure,Departure,eng,3.79,11143,12344,1132
7005,9799572,9799572,14689744,6,1453720693,9781453720690,Kristen Ashley,2010,,"Rock Chick Redemption (Rock Chick, #3)",en-GB,4.43,25766,28315,1502
7006,16335,16335,1748,212,1579126952,9781579126960,Agatha Christie,1928,The Mystery of the Blue Train,"The Mystery of the Blue Train (Hercule Poirot, #6)",eng,3.77,17011,21095,1032
7007,10808006,10808006,15721497,45,316097403,9780316097410,"James Patterson, Maxine Paetro",2011,Private:  #1 Suspect,"Private #1 Suspect (Private, #2)",eng,3.95,13428,16409,967
7008,14295,14295,4225,25,747553866,9780747553860,George Saunders,2000,Pastoralia,Pastoralia,eng,4.11,10786,13719,1108
7009,13523061,13523061,19083750,24,446575062,9780446575060,Meg Jay,2012,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,,4.11,12731,15517,1514
7010,1085771,1085771,1072542,25,1582408289,9781582408290,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2007,The Walking Dead V 7,"The Walking Dead, Vol. 07: The Calm Before",eng,4.27,16769,17560,584
7011,291364,291364,561807,21,1844285073,9781844285080,H.A. Rey,1952,Curious George Rides a Bike,Curious George Rides a Bike,,4.24,15461,15669,115
7012,175319,175319,3255858,22,671655973,9780671655980,Robert A. Heinlein,1958,Methuselah's Children,Methuselah's Children,en-US,3.98,15028,15995,219
7013,12663646,12663646,17778132,13,62124366,9780062124360,Lauren Oliver,2011,Hana,"Hana (Delirium, #1.5)",eng,3.63,20107,21357,1886
7014,102955,102955,99258,11,1563896176,9781563896170,"Garth Ennis, Steve Dillon, John McCrea",2000,"Preacher, Volume 8: All Hell's a-Coming","Preacher, Volume 8: All Hell's a-Coming",eng,4.33,14300,14514,172
7015,6356190,6356190,3252850,7,1880418738,9781880418730,"Stephen King, Michael Whelan",2008,The Little Sisters of Eluria,"The Little Sisters of Eluria (The Dark Tower, #0.5)",eng,4.24,14287,14401,161
7016,773480,773480,160884,11,067988632X,9780679886330,"Stan Berenstain, Jan Berenstain",1968,"Inside, Outside, Upside Down","Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)",eng,4.13,15032,15184,124
7017,6574542,6574542,6767675,38,399156135,9780399156140,Robert Crais,2010,The First Rule,"The First Rule (Elvis Cole, #13; Joe Pike, #2)",en-US,4.2,14169,15610,808
7018,483445,483445,471792,42,042519891X,9780425198920,David Colbert,2001,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts","The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",eng,3.96,13820,15145,267
7019,825377,825377,2919579,23,763619612,9780763619620,Peter H. Reynolds,2003,The Dot,The Dot,en-US,4.26,17436,17666,1113
7020,6407514,6407514,6158856,12,1599901676,9781599901670,Shannon Hale,2009,Forest Born,"Forest Born (The Books of Bayern, #4)",en-US,4.01,20603,21243,2049
7021,34605,34605,3059336,43,425188930,9780425188930,Clive Barker,1985,The Damnation Game,The Damnation Game,eng,3.82,14299,15328,373
7022,78728,78728,3424606,85,60002107,9780060002110,"Milan Kundera, Linda Asher",2000,L'ignorance,Ignorance,fre,3.76,9625,12954,846
7023,381489,381489,2764,25,1416918736,9781416918740,Kate Brian,2006,Private,"Private (Private, #1)",eng,3.81,16556,17054,978
7024,2678349,2678349,2703638,31,,,محمد عبد الرحمن العريفي,2006,استمتع بحياتك,استمتع بحياتك,ara,4.21,10882,11813,1089
7025,26506,26506,1008958,52,385340222,9780385340230,Danielle Steel,2007,Sisters,Sisters,eng,3.81,13621,14641,1065
7026,337116,337116,1806578,57,055329461X,9780553294610,"William Gibson, Bruce Sterling",1990,The Difference Engine,The Difference Engine ,en-US,3.41,14517,16086,910
7027,102954,102954,99257,13,1563895196,9781563895200,"Garth Ennis, Steve Dillon",1999,Preacher: Salvation,"Preacher, Volume 7: Salvation",,4.3,13902,14103,192
7028,13425570,13425570,18907551,32,62102427,9780062102420,"Clayton M. Christensen, James Allworth, Karen Dillon",2012,How Will You Measure Your Life?,How Will You Measure Your Life?,,4.06,11475,13762,1349
7029,11233988,11233988,16160067,27,763655988,9780763655980,Jon Klassen,2011,I Want My Hat Back,I Want My Hat Back,eng,4.39,18489,18928,2240
7030,239109,239109,1265950,24,786932287,9780786932280,R.A. Salvatore,2003,The Lone Drow,"The Lone Drow (Forgotten Realms: Hunter's Blades, #2; Legend of Drizzt, #15)",en-US,4.15,12877,13780,135
7031,2983489,2983489,3013896,15,670031607,9780670031600,Denis Leary,2008,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid","Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",,3.67,12880,13368,901
7032,61672,61672,1708708,171,2266127748,9782266127740,Françoise Sagan,1954,Bonjour tristesse,Bonjour tristesse,fre,3.62,12355,17221,1131
7033,25671861,25671861,45495901,25,1466867507,9781466867500,Jeffrey Archer,2016,Cometh the Hour,"Cometh the Hour (The Clifton Chronicles, #6)",eng,4.13,7197,16257,1078
7034,11469379,11469379,16403657,37,1402792808,9781402792810,Corban Addison,2011,A Walk Across the Sun,A Walk Across the Sun,en-US,4.13,12091,13556,1779
7035,1126719,1126719,2020929,30,575099127,9780575099130,Alastair Reynolds,2008,House of Suns,House of Suns,eng,4.19,13033,14763,767
7036,18813530,18813530,25548248,11,,,Bella Forrest,2013,,"A Shadow of Light (A Shade of Vampire, #4)",eng,4.1,16380,16620,560
7037,391724,391724,15570126,158,1594561753,9781594561760,Edgar Allan Poe,1843,The Black Cat,The Black Cat,eng,4.07,16132,18899,1028
7038,102327,102327,604650,15,886773687,9780886773690,John Steakley,1984,Armor,Armor,eng,4.12,13330,14170,716
7039,19312,19312,2056484,92,1930900244,9781930900240,"Astrid Lindgren, Ilon Wikland, Jill M. Morgan",1973,Bröderna Lejonhjärta,The Brothers Lionheart,eng,4.35,16325,20233,613
7040,15793165,15793165,21515129,14,1250010071,9781250010070,Lisa Scottoline,2013,,Don't Go,eng,3.72,13056,14965,1731
7041,268598,268598,260380,57,749934182,9780749934190,"J.D. Robb, Susan Ericksen",1999,Loyalty in Death,"Loyalty in Death (In Death, #9)",en-GB,4.3,19219,22372,690
7042,262229,262229,1300476,51,739429337,9780739429330,Sue Grafton,2002,"""Q"" is for Quarry","Q is for Quarry (Kinsey Millhone, #17)",eng,3.91,17505,19290,704
7043,17524166,17524166,24434349,41,,,"Alaa Al Aswany, علاء الأسواني",2013,,نادي السيارات,ara,3.41,8576,11108,1733
7044,1373381,1373381,1363261,45,340830107,9780340830110,Jojo Moyes,2005,The Ship of Brides,The Ship of Brides,en-US,3.74,12821,16875,1863
7045,462684,462684,1951159,50,440867576,9780440867580,"Jacqueline Wilson, Nick Sharratt",1991,The Story of Tracy Beaker,The Story of Tracy Beaker,eng,3.69,14772,15313,382
7046,543103,543103,908023,28,042520040X,9780425200410,Evan Wright,2004,Generation Kill,"Generation Kill: Devil Dogs, Iceman, Captain America, and the New Face of American War",en-US,4.25,11680,13447,747
7047,32453,32453,1049922,62,747236380,9780747236380,"Leigh Nichols, Dean Koontz",1984,Twilight,The Servants of Twilight,eng,3.81,14476,15878,274
7048,2033217,2033217,2037923,66,399155015,9780399155020,Daniel Silva,2008,Moscow Rules,"Moscow Rules (Gabriel Allon, #8)",eng,4.17,13558,15823,884
7049,25733983,25733983,45572105,27,1101874937,9781101874940,Hope Jahren,2016,Lab Girl,Lab Girl,eng,4.04,16594,19798,3321
7050,2157243,2157243,909084,48,61240885,9780061240880,Derek Landy,2008,Playing with Fire,"Playing with Fire (Skulduggery Pleasant, #2)",en-US,4.31,15533,18533,1013
7051,18138755,18138755,25482099,22,,,Laurelin Paige,2014,,"Forever with You (Fixed, #3)",,4.33,22824,24606,1561
7052,130916,130916,126092,38,60598328,9780060598330,Patricia Gaffney,1999,The Saving Graces,The Saving Graces,en-US,3.78,13969,14327,663
7053,272607,272607,14597555,63,440222680,9780440222680,Harlan Coben,1996,Fade Away,Fade Away (Myron Bolitar #3),eng,3.99,14679,17622,773
7054,8948,8948,3214288,43,316156299,9780316156300,Darren Shan,2002,"Sons of Destiny (Cirque Du Freak, Book 12)","Sons of Destiny (Cirque Du Freak, #12)",,4.22,14997,16453,741
7055,84927,84927,1265060,25,60935499,9780060935500,Peter Shaffer,1979,Amadeus,Amadeus,eng,4.2,14285,14528,193
7056,62485,62485,64669,17,078691811X,9780786918120,R.A. Salvatore,2000,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3)","The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",en-US,4.28,11293,12741,213
7057,12753231,12753231,17894351,30,312569033,9780312569040,Emmy Laybourne,2012,Monument 14,"Monument 14 (Monument 14, #1)",eng,3.89,17360,18739,2649
7058,251964,251964,766654,18,60727217,9780060727220,Jude Deveraux,1980,The Black Lyon,"The Black Lyon (Montgomery/Taggert, #1)",eng,3.99,14456,15837,329
7059,12542,12542,1057710,16,1594489424,9781594489430,Anne Lamott,2007,Grace [Eventually]: Thoughts on Faith,Grace (Eventually): Thoughts on Faith,en-US,3.98,12863,13561,1053
7060,335459,335459,325931,3,307354164,9780307354170,Martha Stewart,2007,Everyday Food: Great Food Fast,Everyday Food: Great Food Fast,eng,3.93,11969,11973,145
7061,17831617,17831617,24948174,20,,,Christina Lauren,2013,Beautiful Bombshell,"Beautiful Bombshell (Beautiful Bastard, #2.5)",en-US,4.06,23755,24452,1185
7062,12743472,12743472,17882885,27,1408319462,9781408319470,Teri Terry,2012,Slated,"Slated (Slated, #1)",eng,4.07,17404,19805,2404
7063,1398034,1398034,1881100,41,9799731232,9789799731230,Pramoedya Ananta Toer,1975,Bumi Manusia,Bumi Manusia,ind,4.37,8574,10499,1190
7064,108385,108385,3019372,37,843958448,9780843958450,Christine Feehan,2000,Dark Gold (Dark #3),"Dark Gold (Dark, #3)",eng,4.16,19210,20961,562
7065,5957702,5957702,6130410,54,743294394,9780743294390,Kathy Reichs,2009,206 Bones,"206 Bones (Temperance Brennan, #12)",en-US,3.92,17160,19519,1126
7066,6076387,6076387,6252965,38,375409289,9780375409290,Lorrie Moore,2009,A Gate at the Stairs,A Gate at the Stairs,eng,3.14,13590,15214,3050
7067,8593026,25070022,111166,9,,,Rebecca Forster,2004,Hostile Witness,"Hostile Witness (Witness Series, #1)",eng,3.72,8031,14749,1265
7068,929782,929782,1702482,398,140187723,9780140187720,"Jack London, Andrew Sinclair",1909,Martin Eden,Martin Eden,eng,4.39,12744,14933,741
7069,68455,68455,66349,63,8370541240,9788370541250,Andrzej Sapkowski,1997,Wieża Jaskółki,"Wieża Jaskółki (Saga o Wiedźminie, #6)",pol,4.34,10195,16630,400
7070,1632833,1632833,2795082,55,385339526,9780385339520,Conn Iggulden,2008,"Lords of the Bow (Conqueror, #2)","Genghis: Lords of the Bow (Conqueror, #2)",eng,4.31,11600,13612,529
7071,27810589,27810589,45688257,11,,,Kevin Wignall,2016,,A Death in Sweden,,3.79,12956,13075,705
7072,13227319,13227319,18841564,15,1401235638,9781401235640,"Brian Azzarello, Cliff Chiang, Tony Akins, Dan Green, Matthew Wilson, Jared K. Fletcher",2012,"Wonder Woman, Volume 1: Blood","Wonder Woman, Volume 1: Blood",eng,3.87,15698,16945,921
7073,20348781,20348781,28402852,19,,9780692221910,Brittainy C. Cherry,2014,Loving Mr. Daniels,Loving Mr. Daniels,eng,4.28,18058,21909,3106
7074,13020,13020,3335240,401,1904271359,9781904271350,"William Shakespeare, David Scott Kastan",1597,The History of Henry the Fourth,"King Henry IV, Part 1 (Wars of the Roses, #2)",eng,3.81,14988,18748,685
7075,159061,159061,153526,8,316236535,9780316236540,Ed Emberley,1992,"Go Away, Big Green Monster!","Go Away, Big Green Monster!",eng,4.21,14322,14417,437
7076,6606855,6606855,6800778,15,1427817413,9781427817420,"Jinsei Kataoka, Kazuma Kondou",2007,デッドマン・ワンダーランド 1,"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)",eng,4.2,12932,13675,307
7077,15096257,15096257,20751151,13,1612184650,9781612184650,Linda Lafferty,2012,The Bloodletter's Daughter: A Novel of Old Bohemia,The Bloodletter's Daughter: A Novel of Old Bohemia,eng,3.75,7654,13269,1185
7078,243308,243308,235723,6,822210789,9780822210790,Robert Harling,1988,,Steel Magnolias (DPS Acting Edition),eng,4.24,14651,14660,60
7079,11666,11666,2580165,47,449911942,9780449911940,John Updike,1990,Rabbit at Rest,Rabbit at Rest (Rabbit Angstrom #4),eng,3.96,12221,12685,406
7080,32426,32426,3375850,53,553582909,9780553582900,"David Axton, Dean Koontz",1976,Prison of Ice ,Icebound,eng,3.73,15271,16024,376
7081,519933,519933,1003876,48,688163653,9780688163660,Diana Wynne Jones,1988,The Lives of Christopher Chant,"The Lives of Christopher Chant (Chrestomanci, #2)",,4.22,17117,18344,428
7082,382450,382450,2564105,63,553383051,9780553383060,George R.R. Martin,1982,Fevre Dream,Fevre Dream,eng,3.85,12708,16199,1561
7083,819667,819667,1215900,14,803725507,9780803725510,"Caralyn Buehner, Mark Buehner",2002,Snowmen at Night,Snowmen at Night,en-US,4.23,15697,15854,408
