id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code
7291,1401911846,9781400000000,Wayne W. Dyer,1899,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,eng
7292,446693790,9780450000000,Michael Moore,2003,"Dude, Where's My Country?","Dude, Where's My Country?",en-US
7293,345412214,9780350000000,Mario Puzo,1996,The Last Don,The Last Don,eng
7294,,9789770000000,"يوسف زيدان, Youssef Ziedan",2012,محال,محال,ara
7295,60724501,9780060000000,Meg Cabot,2005,Ready or Not,"Ready or Not (All-American Girl, #2)",eng
7296,743453026,9780740000000,Kathy Reichs,2005,Cross Bones,"Cross Bones (Temperance Brennan, #8)",
7297,809015803,9780810000000,Gerda Weissmann Klein,1959,All But My Life,All But My Life: A Memoir,en-US
7298,688143202,9780690000000,"Rudyard Kipling, Jerry Pinkney",1894,Rikki-Tikki-Tavi,Rikki-Tikki-Tavi,
7299,1401218377,9781400000000,"Grant Morrison, Frank Quitely",2009,"All-Star Superman, Vol. 2","All-Star Superman, Vol. 2",eng
7300,553805444,9780550000000,"George R.R. Martin, Elio M. García Jr., Linda Antonsson",2014,The World of Ice and Fire,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,eng
7301,380820854,9780380000000,Julia Quinn,2003,"To Sir Phillip, With Love","To Sir Phillip, With Love (Bridgertons, #5)",eng
7302,140009769X,9781400000000,"Nando Parrado, Vince Rause",2006,Miracle in the Andes: 72 Days on the Mountain and My Long Trek Home,Miracle in the Andes,
7303,1484148037,9781480000000,Nicole  Williams,2013,,"Lost & Found (Lost & Found, #1)",eng
7304,689839103,9780690000000,Margaret Peterson Haddix,2003,Among the Barons,"Among the Barons (Shadow Children, #4)",en-US
7305,803740816,9780800000000,"Kimberly Brubaker Bradley, مرضیه ورشوساز",2015,,The War that Saved My Life (The War That Saved My Life #1),eng
7306,439568420,9780440000000,R.L. Stine,1992,Say Cheese and Die!,"Say Cheese and Die! (Goosebumps, #4)",eng
7307,60932309,9780060000000,Bernard Cornwell,1997,Sharpe's Tiger,"Sharpe's Tiger (Sharpe, #1)",en-US
7308,60837640,9780060000000,Meg Cabot,2007,Jinx,Jinx,en-US
7309,141181737,9780140000000,"Thomas Mann, Joachim Neugroschel",1911,Der Tod in Venedig,Death in Venice and Other Tales,eng
7310,345539931,9780350000000,Alan Bradley,2015,As Chimney Sweepers Come to Dust ,"As Chimney Sweepers Come to Dust (Flavia de Luce, #7)",eng
7311,312421990,9780310000000,Zoë Heller,2003,Notes on a Scandal,What Was She Thinking? [Notes on a Scandal],eng
7312,045147516X,9780450000000,J.R. Ward,2016,The Beast,"The Beast (Black Dagger Brotherhood, #14)",eng
7313,425193942,9780430000000,Dorothea Benton Frank,1999,Sullivan's Island,"Sullivan's Island (Lowcountry Tales, #1)",eng
7314,1892213753,9781890000000,"CLAMP, Anita Sengupta",1998,カードキャプターさくら 7 [Cardcaptor Sakura 7],"Cardcaptor Sakura: Master of the Clow, Vol. 1 (Cardcaptor Sakura, #7)",eng
7315,1460995457,9781460000000,G.P. Ching,2011,The Soulkeepers (The Soulkeepers #1),"The Soulkeepers (The Soulkeepers, #1)",en-US
7316,446611913,9780450000000,Nelson DeMille,2002,Up Country,Up Country,
7317,439636485,9780440000000,Michael Morpurgo,2003,Private Peaceful,Private Peaceful,eng
7318,425215679,9780430000000,Rhys Bowen,2007,Her Royal Spyness (Her Royal Spyness Mysteries #1),"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",en-US
7319,,9781100000000,Ilona Andrews,2012,Gunmetal Magic,"Gunmetal Magic (Kate Daniels, #5.5)",eng
7320,,,Joe Abercrombie,2015,Half a War,"Half a War (Shattered Sea, #3)",eng
7321,,,Kristen Ashley,2011,,"Rock Chick Renegade (Rock Chick, #4)",en-GB
7322,,,Jennifer Probst,2012,The Marriage Mistake,"The Marriage Mistake (Marriage to a Billionaire, #3)",eng
7323,694006513,9780690000000,Bruce Degen,1982,Jamberry,Jamberry,
7324,385670516,9780390000000,Kelley Armstrong,2009,"Darkest Powers Trilogy (Darkest Powers, #1-3)","Darkest Powers Trilogy (Darkest Powers, #1-3)",eng
7325,812570812,9780810000000,Elizabeth Haydon,1999,Rhapsody: Child of Blood,"Rhapsody: Child of Blood (Symphony of Ages, #1)",eng
7326,553278118,9780550000000,Erich Segal,1988,Doctors,Doctors,eng
7327,1566562937,9781570000000,"Amin Maalouf, Russell Harris",1988,Samarcande,Samarkand,eng
7328,399156879,9780400000000,J.D. Robb,2010,Indulgence in Death,"Indulgence in Death (In Death, #31)",eng
7329,316230812,9780320000000,NoViolet Bulawayo,2013,We Need New Names,We Need New Names,eng
7330,307021521,9780310000000,Marian Potter,1953,The Little Red Caboose (Little Golden Book),The Little Red Caboose (Little Golden Book),
7331,451226801,9780450000000,Jen Lancaster,2009,"Pretty in Plaid: A Life, a Witch, and a Wardrobe, or, the Wonder Years Before the Condescending, Egomanical, Self-Centered Smart-Ass Phase",Pretty in Plaid,eng
7332,875421180,9780880000000,Scott Cunningham,1988,Wicca: A Guide for the Solitary Practitioner,Wicca: A Guide for the Solitary Practitioner,en-US
7333,141185465,9780140000000,"Arthur Miller, Christopher Bigsby",1947,All My Sons,All My Sons,eng
7334,330425781,9780330000000,Cath Crowley,2010,Graffiti Moon,Graffiti Moon,eng
7335,688040454,9780690000000,John Steptoe,1986,Mufaro's Beautiful Daughters: An African Tale,Mufaro's Beautiful Daughters: An African Tale,en-US
7336,380818612,9780380000000,Lois McMaster Bujold,2003,Paladin of Souls,"Paladin of Souls (World of the Five Gods, #2)",eng
7337,670024961,9780670000000,Robert Greene,2012,Mastery,Mastery,
7338,743422007,9780740000000,Kurt Vonnegut Jr.,1999,"God Bless You, Dr. Kevorkian","God Bless You, Dr. Kevorkian",eng
7339,1416551050,9781420000000,Molly Wizenberg,2009,A Homemade Life: Stories and Recipes from My Kitchen Table,A Homemade Life: Stories and Recipes from My Kitchen Table,eng
7340,618007016,9780620000000,David Wiesner,2001,The Three Pigs,The Three Pigs,en-US
7341,1400078393,9781400000000,Martin E.P. Seligman,1990,Learned Optimism: How to Change Your Mind and Your Life,Learned Optimism: How to Change Your Mind and Your Life,en-GB
7342,61779849,9780060000000,Kimberly Derting,2011,Desires of the Dead,"Desires of the Dead (The Body Finder, #2)",en-US
7343,590462253,9780590000000,"John Lawrence Peterson, Roberta Carter Clark",1967,The Littles,The Littles,
7344,64440192,9780060000000,"Peggy Parish, Barbara Siebel Thomas",1966,Amelia Bedelia and the Surprise Shower,Amelia Bedelia and the Surprise Shower,eng
7345,689851324,9780690000000,Cynthia Voigt,1981,"Homecoming (Tillerman Family, #1)","Homecoming (Tillerman Cycle, #1)",eng
7346,440240972,9780440000000,Karen Marie Moning,2005,Spell of the Highlander ,"Spell of the Highlander (Highlander, #7)",eng
7347,553563696,9780550000000,"Margaret Weis, Tracy Hickman",1993,The Hand of Chaos,"The Hand of Chaos (The Death Gate Cycle, #5)",en-US
7348,440225442,9780440000000,Harlan Coben,1998,One False Move,One False Move (Myron Bolitar #5),eng
7349,380000830,9780380000000,Roger Zelazny,1972,The Guns of Avalon,The Guns of Avalon (The Chronicles of Amber #2),eng
7350,435124773,9780440000000,Katherine Paterson,1978,The Great Gilly Hopkins,The Great Gilly Hopkins,eng
7351,425199320,9780430000000,Clive Cussler,2003,Trojan Odyssey,"Trojan Odyssey (Dirk Pitt, #17)",eng
7352,345338545,9780350000000,James Alexander Thom,1981,Follow the River,Follow the River,en-US
7353,743484908,9780740000000,"William Shakespeare, Barbara A. Mowat, Paul Werstine",1603,Measure for Measure,Measure for Measure,eng
7354,425127583,9780430000000,"Owen  West, Dean Koontz",1981,The Mask,The Mask,eng
7355,1423176375,9781420000000,Cristin Terrill,2013,All Our Yesterdays,All Our Yesterdays,eng
7356,544025830,9780540000000,Kimberly Rae Miller,2013,,Coming Clean,en-US
7357,141009829,9780140000000,Kathleen Winsor,1944,Forever Amber,Forever Amber ,eng
7358,375868704,9780380000000,John  Stephens,2011,The Emerald Atlas,"The Emerald Atlas (The Books of Beginning, #1)",eng
7359,241144159,9780240000000,Zadie Smith,2016,Swing Time,Swing Time,eng
7360,805073663,9780810000000,Doug Stanton,2001,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,
7361,1598163221,9781600000000,Yuna Kagesaki,2003,Karin,"Chibi Vampire, Vol. 01",eng
7362,525425888,9780530000000,Nina LaCour,2014,Everything Leads to You,Everything Leads to You,eng
7363,316058297,9780320000000,Wendy Mass,2006,Jeremy Fink and the Meaning of Life,Jeremy Fink and the Meaning of Life,en-US
7364,399237321,9780400000000,Patricia Polacco,1998,"Thank You, Mr. Falker","Thank You, Mr. Falker",en-US
7365,399158448,9780400000000,William Gibson,2014,The Peripheral,The Peripheral,eng
7366,307269760,9780310000000,Alice Munro,2009,Too Much Happiness,Too Much Happiness,eng
7367,162266910X,9781620000000,"J. Lynn, Jennifer L. Armentrout",2012,Tempting the Best Man,"Tempting the Best Man (Gamble Brothers, #1)",eng
7368,,,C.S. Pacat,2015,Prince's Gambit,"Captive Prince: Volume Two (Captive Prince, #2)",eng
7369,373605692,9780370000000,Tiffany Reisz,2012,The Siren,"The Siren (The Original Sinners, #1)",
7370,743263065,9780740000000,William  Kennedy,1983,Ironweed,Ironweed,eng
7371,345505670,9780350000000,Jonathan Kellerman,2009,Deception,"Deception (Alex Delaware, #25)",en-US
7372,141019999,9780140000000,Michael Moore,2001,Stupid white men and other sorry excuses for the state of the nation,Stupid White Men,en-GB
7373,1408857901,9781410000000,Sarah J. Maas,2017,A Court of Wings and Ruin,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",eng
7374,7302142,9780010000000,Derek Landy,2008,The Faceless Ones,"The Faceless Ones (Skulduggery Pleasant, #3)",eng
7375,618658947,9780620000000,Paul Theroux,1969,The Great Railway Bazaar: By Train Through Asia ,The Great Railway Bazaar,en-US
7376,1439192987,9781440000000,Brad Thor,2012,Black List,"Black List (Scot Harvath, #11)",eng
7377,1563894815,9781560000000,"Warren Ellis, Darick Robertson",1999,"Transmetropolitan, Vol. 2: Lust for Life","Transmetropolitan, Vol. 2: Lust for Life (Transmetropolitan, #2)",eng
7378,441013651,9780440000000,Charles Stross,2004,The Atrocity Archives,"The Atrocity Archives (Laundry Files, #1)",en-US
7379,786888016,9780790000000,Steve Martin,2003,The Pleasure of My Company,The Pleasure of My Company,en-US
7380,143036432,9780140000000,C.J. Sansom,2004,Dark Fire,"Dark Fire (Matthew Shardlake, #2)",en-US
7381,,,Christina Lauren,2013,,"Beautiful Beginning (Beautiful Bastard, #3.5)",en-US
7382,393081508,9780390000000,Liz Moore,2012,Heft,Heft,
7383,142401420,9780140000000,Brian Jacques,1995,Outcast of Redwall,"Outcast of Redwall (Redwall, #8)",en-US
7384,385341067,9780390000000,Lloyd Jones,2006,Mister Pip,Mister Pip,eng
7385,030723827X,9780310000000,"Giada De Laurentiis, Victoria Pearson",2006,Giada's Family Dinners,Giada's Family Dinners,
7386,1559362766,9781560000000,John Patrick Shanley,2005,Doubt: A Parable,Doubt,
7387,142409863,9780140000000,Cate Tiernan,2001,Book of Shadows,"Book of Shadows (Sweep, #1)",eng
7388,312348266,9780310000000,Beth Harbison,2008,Secrets of a shoe addict,"Secrets of a Shoe Addict (Shoe Addict, #2)",
7389,147679250X,9781480000000,Anna Todd,2014,After We Fell,"After We Fell (After, #3)",eng
7390,1442152613,9781440000000,Laurie Fabiano,2006,Elizabeth Street,Elizabeth Street,eng
7391,,,Sarah J. Maas,2012,The Assassin and the Pirate Lord,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",eng
7392,143037579,9780140000000,"Søren Kierkegaard, Alastair Hannay",1843,Frygt og Bæven,Fear and Trembling,eng
7393,044023803X,9780440000000,Amelia Atwater-Rhodes,2003,Hawksong,"Hawksong (The Kiesha'ra, #1)",eng
7394,333725034,9780330000000,Peter F. Hamilton,1999,The Naked God ,"The Naked God (Night's Dawn, #3)",
7395,60266880,9780060000000,"Peggy Parish, Wallace Tripp",1971,"Come Back, Amelia Bedelia","Come Back, Amelia Bedelia",
7396,671726528,9780670000000,Thor Heyerdahl,1948,Kon-Tiki Ekspedisjonen,Kon-Tiki: Across The Pacific In A Raft,en-US
7397,1594487294,9781590000000,Mohsin Hamid,2013,How to Get Filthy Rich in Rising Asia,How to Get Filthy Rich in Rising Asia,eng
7398,143039822,9780140000000,"Albert Einstein, Nigel Calder, Robert W. Lawson",1916,Über die spezielle und die allgemeine Relativitätstheorie,Relativity: The Special and the General Theory,eng
7399,006098824X,9780060000000,Anna Maxted,2000,Getting Over It,Getting Over It,
7400,545169178,9780550000000,Siobhan Vivian,2012,The List,The List,eng
7401,055337849X,9780550000000,David James Duncan,1992,The Brothers K,The Brothers K,eng
7402,307591565,9780310000000,Shawn Achor,2010,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,
7403,765330539,9780770000000,W. Bruce Cameron,2012,A Dog's Journey: Another Novel for Humans,"A Dog's Journey (A Dog's Purpose, #2)",en-US
7404,525952470,9780530000000,"Timothy J. Keller, Kathy  Keller",2011,,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,eng
7405,1401225667,9781400000000,"Grant Morrison, Frank Quitely, Philip Tan, Jonathan Glapion, Alex Sinclair",2010,Batman & Robin: Batman Reborn,Batman & Robin: Batman Reborn,eng
7406,1421501201,9781420000000,Matsuri Hino,2002,めるぷり メルヘン☆プリンス 1,"MeruPuri, Vol. 1 (MeruPuri, #1)",eng
7407,156029588,9780160000000,"Arturo Pérez-Reverte, Margaret Jull Costa",1990,La tabla de Flandes,The Flanders Panel,en-CA
7408,823404420,9780820000000,"Janet Stevens, Hans Christian Andersen",1835,Prinsessen på ærten,The Princess and the Pea,
7409,684842505,9780680000000,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920,The Short Stories of F. Scott Fitzgerald,The Short Stories,eng
7410,067172939X,9780670000000,V.C. Andrews,1986,Dark Angel,"Dark Angel (Casteel, #2)",eng
7411,553298046,9780550000000,Timothy Zahn,1997,Star Wars: Specter of the Past,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",eng
7412,,,Tyler Oakley,2015,Binge,Binge,
7413,,,Alessandra Torre,2014,Black Lies,Black Lies,eng
7414,61128856,9780060000000,Laura Lippman,2007,What The Dead Know,What the Dead Know,en-US
7415,,,"Jay Crownover, Charlotte Connan de vries",2014,"Rome (Marked Men, #3)","Rome (Marked Men, #3)",eng
7416,141439777,9780140000000,"Laurence Sterne, Melvyn New",1767,"The Life and Opinions of Tristram Shandy, Gentleman","The Life and Opinions of Tristram Shandy, Gentleman",eng
7417,439287197,9780440000000,"Giles Andreae, Guy Parker-Rees",,,Giraffes Can't Dance,en-US
7418,142001821,9780140000000,Susan Vreeland,2001,The Passion of Artemisia,The Passion of Artemisia,eng
7419,937611352,9780940000000,Louise L. Hay,1976,Heal Your Body,Heal Your Body: The Mental Causes for Physical Illness and the Metaphysical Way to Overcome Them,en-US
7420,159182236X,9781590000000,"Mia Ikumi, Reiko Yoshida",2003,東京ミュウミュウ (Tokyo Mew Mew) 1,"Tokyo Mew Mew, Vol. 1 (Tokyo Mew Mew, #1)",en-US
7421,62020560,9780060000000,Emily M. Danforth,2012,The Miseducation of Cameron Post,The Miseducation of Cameron Post,en-US
7422,006082543X,9780060000000,"Neil Gaiman, P. Craig Russell",2008,Coraline,Coraline (Illustrated/Graphic Novel Edition),eng
7423,61477958,9780060000000,Diana Wynne Jones,2008,House of Many Ways,"House of Many Ways (Howl's Moving Castle, #3)",en-US
7424,1101874996,9781100000000,Don Winslow,2015,The Cartel,The Cartel,eng
7425,1101902760,9781100000000,Sue Klebold,2016,A Mother's Reckoning: Living in the Aftermath of Tragedy,A Mother's Reckoning: Living in the Aftermath of Tragedy,eng
7426,446695696,9780450000000,Carl Hiaasen,1989,Skin Tight,"Skin Tight (Mick Stranahan, #1)",en-US
7427,142002062,9780140000000,Ian Fleming,1955,Moonraker,"Moonraker (James Bond, #3)",eng
7428,521357306,9780520000000,"John Locke, Peter Laslett, Raymond Geuss",1689,Two Treatises of Government,Two Treatises of Government,eng
7429,1420925229,9781420000000,Henry David Thoreau,1995,Civil Disobedience and Reading,Civil Disobedience and Other Essays,eng
7430,316030899,9780320000000,Louisa May Alcott,1876,Rose in Bloom,"Rose in Bloom (Eight Cousins, #2)",en-US
7431,,,David  Arnold,2015,Mosquitoland,Mosquitoland,eng
7432,,,Barbara Claypole White,2015,The Perfect Son,The Perfect Son,eng
7433,375836942,9780380000000,Melina Marchetta,1992,Looking for Alibrandi,Looking for Alibrandi,eng
7434,,,Kristen Ashley,2013,Raid,"Raid (Unfinished Hero, #3)",eng
7435,1250014409,9781250000000,Darynda Jones,2013,Fifth Grave Past the Light,"Fifth Grave Past the Light (Charley Davidson, #5)",eng
7436,312957572,9780310000000,Wilbur Smith,1995,The Seventh Scroll,"The Seventh Scroll (Ancient Egypt, #2)",en-US
7437,316084220,9780320000000,Kody Keplinger,2012,A Midsummer's Nightmare,A Midsummer's Nightmare,eng
7438,1476717710,9781480000000,Nick Cutter,2014,The Troop,The Troop,eng
7439,1405092726,9781410000000,C.J. Sansom,2008,Revelation,"Revelation (Matthew Shardlake, #4)",eng
7440,292760280,9780290000000,"Pablo Neruda, Stephen Tapscott",1959,Cien sonetos de amor,100 Love Sonnets,eng
7441,1400067243,9781400000000,Amy Bloom,2014,Lucky Us,Lucky Us,
7442,006053124X,9780060000000,Julia Quinn,2005,It's In His Kiss,"It's in His Kiss (Bridgertons, #7)",eng
7443,1781106290,9781780000000,"J.K. Rowling, MinaLima",2016,"Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists","Short Stories from Hogwarts of Power, Politics and Pesky Poltergeists (Pottermore Presents, #2)",eng
7444,198245971,9780200000000,"Georg Wilhelm Friedrich Hegel, A.V. Miller, John Niemeyer Findlay",1807,Phänomenologie des Geistes,Phenomenology of Spirit,eng
7445,,,Kristen Ashley,2013,,"Fire Inside (Chaos, #2)",eng
7446,330351435,9780330000000,Peter F. Hamilton,1997,The Neutronium Alchemist,"The Neutronium Alchemist (Night's Dawn, #2)",eng
7447,373776578,9780370000000,Gena Showalter,2012,The Darkest Seduction,The Darkest Seduction (Lords of the Underworld #9),eng
7448,62310712,9780060000000,Victoria Aveyard,2017,King's Cage,"King's Cage (Red Queen, #3)",eng
7449,805090800,9780810000000,Paul Auster,2009,Invisible,Invisible,eng
7450,,9789770000000,يوسف زيدان,2006,ظل الأفعى,ظل الأفعى,ara
7451,61701246,9780060000000,Sarah Mlynowski,2011,Ten Things We Did (and Probably Shouldn't Have) ,Ten Things We Did (and Probably Shouldn't Have),en-US
7452,1442430001,9781440000000,Moira Young,2012,Rebel Heart,"Rebel Heart (Dust Lands, #2)",eng
7453,553803077,9780550000000,Julie Gregory,2003,Sickened,Sickened: The Memoir of a Munchausen by Proxy Childhood,
7454,316713732,9780320000000,Anita Shreve,2001,The Last Time They Met,The Last Time They Met,
7455,62409204,9780060000000,Paulette Jiles,2016,News of the World,News of the World,eng
7456,1416505415,9781420000000,Brad Thor,2005,Blowback,"Blowback (Scot Harvath, #4)",eng
7457,014310425X,9780140000000,Devdutt Pattanaik,2010,Jaya: An Illustrated Retelling of the Mahabharata,Jaya: An Illustrated Retelling of the Mahabharata,eng
7458,312099436,9780310000000,Gail Tsukiyama,1991,Women of the Silk,Women of the Silk,en-US
7459,140621318,9780140000000,Anthony Hope,1894,The Prisoner of Zenda,The Prisoner of Zenda,eng
7460,557489563,9780560000000,Amanda Hocking,2010,Flutter,"Flutter (My Blood Approves, #3)",eng
7461,,,Tammy Falkner,2013,,"Tall, Tatted and Tempting (The Reed Brothers, #1)",en-US
7462,140178139,9780140000000,Paul Auster,1992,Leviathan,Leviathan,eng
7463,446608890,9780450000000,David Baldacci,1999,Saving Faith,Saving Faith,eng
7464,786914041,9780790000000,R.A. Salvatore,1999,The Spine of the World (Paths of Darkness #2),"The Spine of the World (Forgotten Realms: Paths of Darkness, #2; Legend of Drizzt, #12)",en-US
7465,439568331,9780440000000,R.L. Stine,1993,The Haunted Mask,"The Haunted Mask (Goosebumps, #11)",eng
7466,765349655,9780770000000,Douglas Preston,2005,Tyrannosaur Canyon,Tyrannosaur Canyon (Wyman Ford #1),eng
7467,425285049,9780430000000,J.P. Delaney,2017,The Girl Before,The Girl Before,eng
7468,747569118,9780750000000,Louis Sachar,1995,Wayside School Gets a Little Stranger,Wayside School Gets A Little Stranger (Wayside School #3),eng
7469,446362662,9780450000000,Dan Simmons,1991,Summer of Night,Summer of Night,en-US
7470,345506391,9780350000000,"Jim Butcher, Mark Powers, Ardian Syaf",2009,Jim Butcher's the Dresden Files: Storm Front,"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",eng
7471,446695718,9780450000000,Carl Hiaasen,1986,Tourist Season,Tourist Season,en-US
7472,,9789990000000,أحمد خالد توفيق,2012,السنجة,السنجة,ara
7473,778322602,9780780000000,Debbie Macomber,2002,204 Rosewood Lane,"204 Rosewood Lane (Cedar Cove, #2)",eng
7474,345539478,9780350000000,Karin Slaughter,2013,Unseen,"Unseen (Will Trent, #7)",eng
7475,525422439,9780530000000,Heather Brewer,2010,The Chronicles of Vladimir Tod: Eleventh Grade Burns,"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",
7476,345330137,9780350000000,Robert A. Heinlein,1956,Double Star,Double Star,eng
7477,778322335,9780780000000,Alex Kava,2000,A Perfect Evil,"A Perfect Evil (Maggie O'Dell, #1)",eng
7478,1594631290,9781590000000,Anne Lamott,2012,,Help Thanks Wow: The Three Essential Prayers,eng
7479,142402451,9780140000000,"Brian Jacques, Allan Curless",1997,The Long Patrol,"The Long Patrol (Redwall, #10)",
7480,670022950,9780670000000,Steven Pinker,2010,The Better Angels of Our Nature. Why Violence has Declined,The Better Angels of Our Nature: Why Violence Has Declined,eng
7481,525444459,9780530000000,"A.A. Milne, Ernest H. Shepard",1924,When We Were Very Young,"When We Were Very Young (Winnie-the-Pooh, #3)",en-US
7482,399169520,9780400000000,M.O. Walsh,2015,My Sunshine Away,My Sunshine Away,eng
7483,1414310587,9781410000000,Dee Henderson,2001,The Truth Seeker (O'Malley #3),The Truth Seeker (O'Malley #3),
7484,9799625734,9789800000000,Dee Lestari,2006,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,Filosofi Kopi: Kumpulan Cerita dan Prosa Satu Dekade,ind
7485,,,"Mika Waltari, ذبیح‌الله منصوری",1945,Sinuhe egyptiläinen ,سینوهه,per
7486,393079988,9780390000000,Nicole Krauss,2010,Great House,Great House,eng
7487,62430211,9780060000000,Karin Slaughter,2016,The Kept Woman,"The Kept Woman (Will Trent, #8)",eng
7488,,9780980000000,Marie Force,2011,"Maid for Love (Gansett Island Series, #1)","Maid for Love (Gansett Island Series, #1)",eng
7489,842365834,9780840000000,Francine Rivers,2003,And the Shofar Blew,And the Shofar Blew,eng
7490,1841490237,9781840000000,Orson Scott Card,1989,Prentice Alvin (Tales of Alvin Maker #3),"Prentice Alvin (Tales of Alvin Maker, #3)",en-US
7491,1400079446,9781400000000,Alexander McCall Smith,2005,44 Scotland Street,"44 Scotland Street (44 Scotland Street, #1)",eng
7492,743466772,9780740000000,Sandra Brown,2005,Chill Factor,Chill Factor,en-US
7493,747595380,9780750000000,"Neil Gaiman, Mark Buckingham",2008,Odd and the Frost Giants,Odd and the Frost Giants,eng
7494,1483911896,9781480000000,Mark  Edwards,2013,,The Magpies,eng
7495,435900668,9780440000000,"Tayeb Salih, Denys Johnson-Davies",1966,موسم الهجرة إلى الشمال,Season of Migration to the North,eng
7496,006093140X,9780060000000,Doris Lessing,1962,The Golden Notebook,The Golden Notebook,en-US
7497,7191324,9780010000000,Jennifer Donnelly,2008,The Winter Rose,"The Winter Rose (The Tea Rose, #2)",
7498,345434811,9780350000000,Jeff Shaara,1991,The Last Full Measure,"The Last Full Measure (The Civil War Trilogy, #3)",eng
7499,2226135022,9782230000000,Éric-Emmanuel Schmitt,1996,Oscar et la dame rose,Oscar et la dame rose,
7500,1400034728,9781400000000,Harold S. Kushner,1981,When Bad Things Happen to Good People,When Bad Things Happen to Good People,
7501,6499163,9780010000000,Patrick O'Brian,1972,Post Captain,"Post Captain (Aubrey/Maturin, #2)",en-US
7502,1599901102,9781600000000,Jessica Day George,2008,"Dragon Flight (Dragon Slippers, #2)","Dragon Flight (Dragon Slippers, #2)",en-US
7503,543904709,9780540000000,Susan Coolidge,1872,What Katy Did  ,"What Katy Did (Carr Family, #1)",eng
7504,140309276,9780140000000,Robert McCloskey,1942,Homer Price,Homer Price (A Puffin Book),eng
7505,059039696X,9780590000000,Tamora Pierce,2003,Shatterglass,"Shatterglass (The Circle Opens, #4)",eng
7506,345456327,9780350000000,David Eddings,1982,The Belgariad: Part One - Pawn of Prophecy / Queen of Sorcery / Magician's Gambit,"The Belgariad, Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad, #1-3)",eng
7507,1400064112,9781400000000,Philip G. Zimbardo,2007,The Lucifer Effect: Understanding How Good People Turn Evil,The Lucifer Effect: Understanding How Good People Turn Evil,eng
7508,345471016,9780350000000,Nancy Pickard,2010,The Scent of Rain and Lightning,The Scent of Rain and Lightning,eng
7509,553276328,9780550000000,"Clive Cussler, Michael Pritchard",1983,Pacific Vortex!,"Pacific Vortex! (Dirk Pitt, #1)",eng
7510,,,Abbi Glines,2014,One More Chance,"One More Chance (Rosemary Beach, #8; Chance, #2)",eng
7511,316098108,9780320000000,Kim Stanley Robinson,2015,Aurora,Aurora,eng
7512,749934417,9780750000000,J.D. Robb,2002,Purity in Death,"Purity in Death (In Death, #15)",eng
7513,60548266,9780060000000,Mary  Stewart,1973,The Hollow Hills,"The Hollow Hills (Arthurian Saga, #2)",eng
7514,689857950,9780690000000,Margaret Peterson Haddix,2004,"Among the Brave (Shadow Children, #5)","Among the Brave (Shadow Children, #5)",en-US
7515,312330340,9780310000000,"Rusty Young, Thomas McFadden",2003,"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail","Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",eng
7516,1931514585,9781930000000,Fuyumi Soryo,1996,マース (Mars) #1,"Mars, Volume 01",eng
7517,465023924,9780470000000,Richard Feynman,1962,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,eng
7518,307336794,9780310000000,Alice Waters,2007,The Art of Simple Food: Notes and Recipes from a Delicious Revolution,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",
7519,345418522,9780350000000,Piers Anthony,1981,"Centaur Aisle (Xanth, #4)","Centaur Aisle (Xanth, #4)",
7520,385340117,9780390000000,Michelle Richmond,2006,The Year of Fog,The Year of Fog,
7521,1563897504,9781560000000,"Marv Wolfman, George Pérez",1985,Crisis on Infinite Earths,Crisis on Infinite Earths,en-US
7522,1594482225,9781590000000,John Hodgman,2005,The Areas of My Expertise,The Areas of My Expertise: An Almanac of Complete World Knowledge Compiled with Instructive Annotation and Arranged in Useful Order,en-US
7523,,,J.K. Rowling,2016,Hogwarts: An Incomplete and Unreliable Guide,"Hogwarts: An Incomplete and Unreliable Guide (Pottermore Presents, #3)",eng
